module,file,line,name,cc,cognitive,length,nested,composable,commits,hotspot
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyStatusRepositoryImpl.kt,9,getStudyStatus,1,0,0,False,False,1,1
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyStatusRepositoryImpl.kt,13,setStudyStatus,1,0,0,False,False,1,1
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/TimeRepositoryImpl.kt,9,getRealCurrentTimeMillis,1,0,0,False,False,3,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/TimeRepositoryImpl.kt,15,getDeviceCurrentTimeMillis,1,0,0,False,False,3,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepositoryImpl.kt,11,increaseAppearanceCount,1,0,0,False,False,6,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepositoryImpl.kt,17,increaseCorrectAndAppearanceCount,1,0,0,False,False,6,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepositoryImpl.kt,23,getWord,1,0,0,False,False,6,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepositoryImpl.kt,28,getJlptLevel,1,0,0,False,False,6,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepositoryImpl.kt,30,searchWords,1,0,0,False,False,6,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/serializer/StudyStatusSerializer.kt,21,writeTo,1,0,0,False,False,1,1
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,10,getWords,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,12,getWordCount,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,18,getExampleChunkBlobs,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,24,getReadingsBlob,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,26,getContentUpdateDate,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,32,getAllContentUpdateDates,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,34,getReadingsUpdateDate,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,36,getKanjiInfo,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,38,getKanjiUpdateDate,1,0,0,False,False,9,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/Inflate.kt,8,inflateRaw,1,0,0,False,False,1,1
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.kt,12,elapsedRealtime,1,0,0,False,False,3,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.kt,17,currentTimeMillis,1,0,0,False,False,3,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.kt,28,getCurrentDaysFromEpoch,1,0,0,False,False,3,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/SystemLanguage.kt,8,isSystemLanguageJapanese,1,0,0,False,False,1,1
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/AppVersionDataSource.ios.kt,6,getAppVersionName,1,0,0,False,False,1,1
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/ClipBoardDataSource.ios.kt,6,copyToClipBoard,1,0,0,False,False,1,1
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/DataStoreFactory.ios.kt,16,createDataStore,1,0,0,False,False,3,3
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/DataStoreFactory.ios.kt,30,createStudyStatusDataStore,1,0,0,False,False,3,3
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/DeviceInfoDataSource.ios.kt,19,getModelName,1,0,0,False,False,2,2
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/DeviceInfoDataSource.ios.kt,26,getOsVersion,1,0,0,False,False,2,2
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/db/DatabaseBuilder.ios.kt,15,getDatabaseBuilder,1,0,0,False,False,3,3
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,207,getValidWords,1,0,0,False,False,13,13
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.ios.kt,17,elapsedRealtime,1,0,0,False,False,4,4
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/PlatformTime.ios.kt,19,currentTimeMillis,1,0,0,False,False,4,4
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/SystemLanguage.ios.kt,6,isSystemLanguageJapanese,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepository.kt,4,getLastInterstitialAdShowTime,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepository.kt,6,setLastInterstitialAdShowTime,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepository.kt,8,getAdZeroTime,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepository.kt,10,addAdZeroTime,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AdRepository.kt,12,isAdZeroEnabled,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AnalyticsRepository.kt,6,logStudySessionCompleted,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/AppVersionRepository.kt,4,getAppVersionName,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/ClipBoardRepository.kt,4,copyToClipBoard,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/HomeRepository.kt,13,getTodayExample,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/HomeRepository.kt,21,getStudiedWordCount,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/InquiryRepository.kt,6,getInquiryInfo,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/KanjiInfoRepository.kt,17,syncIfNeeded,1,0,0,False,False,4,4
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/KanjiInfoRepository.kt,25,getKanjiInfos,1,0,0,False,False,4,4
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepository.kt,8,getLevelSummaries,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepository.kt,10,getLastSelectedLevel,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepository.kt,12,observeLastSelectedLevel,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepository.kt,14,setLastSelectedLevel,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/SettingRepository.kt,7,getSettingPreferences,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/SettingRepository.kt,9,observeJapaneseLanguageEnabled,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/SettingRepository.kt,11,setStudyNotificationEnabled,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/SettingRepository.kt,15,setStudyNotificationTime,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/SettingRepository.kt,20,setJapaneseLanguageEnabled,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StreakRepository.kt,6,addStreak,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StreakRepository.kt,8,getStreakInfo,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyHelpRepository.kt,5,hasSeenStudyHelp,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyHelpRepository.kt,7,setStudyHelpSeen,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyRecordRepository.kt,7,getAllStudyRecords,1,0,0,False,False,3,3
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyRecordRepository.kt,10,getLatestStudyRecord,1,0,0,False,False,3,3
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyRecordRepository.kt,12,getStudyRecordsByLevel,1,0,0,False,False,3,3
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyRecordRepository.kt,14,getStudyRecordsBySessionId,1,0,0,False,False,3,3
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyRecordRepository.kt,16,addStudyRecord,1,0,0,False,False,3,3
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepository.kt,8,getWordsByStudySessionId,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepository.kt,10,getStudySessionsByLevel,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepository.kt,14,getStudySessionCount,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepository.kt,18,getLevelBySessionId,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyStatusRepository.kt,6,getStudyStatus,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudyStatusRepository.kt,8,setStudyStatus,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/TimeRepository.kt,4,getRealCurrentTimeMillis,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/TimeRepository.kt,7,getDeviceCurrentTimeMillis,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepository.kt,9,initializeWordsIfEmpty,1,0,0,False,False,5,5
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepository.kt,21,initializeAllContents,1,0,0,False,False,5,5
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepository.kt,8,increaseAppearanceCount,1,0,0,False,False,6,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepository.kt,12,increaseCorrectAndAppearanceCount,1,0,0,False,False,6,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepository.kt,21,getWord,1,0,0,False,False,6,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepository.kt,27,getJlptLevel,1,0,0,False,False,6,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordRepository.kt,33,searchWords,1,0,0,False,False,6,6
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/AddAdZeroTime.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/AddStreak.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/AddStudyRecord.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/CopyToClipboard.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetAdZeroTime.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetAllLevelSummaries.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetAllStudyRecords.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetAppVersionName.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetInquiryInfo.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetLastInterstitialAdShowTime.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetLastSelectedLevel.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetLevelByStudySessionId.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetRealTimeMillis.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetSettingPreferences.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStreakInfo.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyOverview.kt,33,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyOverview.kt,92,isCreatedAt,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyRecordsByLevel.kt,10,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyRecordsBySessionId.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudySessionsByLevel.kt,10,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyStatistic.kt,19,invoke,1,0,0,False,False,4,4
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetStudyStatus.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetTodayExample.kt,10,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetWordsByStudySessionId.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/HasSeenStudyHelp.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/IncreaseAppearanceCount.kt,8,invoke,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/IncreaseCorrectAndAppearanceCount.kt,8,invoke,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/InitializeAllContents.kt,17,invoke,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/InitializeWordsIfEmpty.kt,11,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/IsAdZeroEnabled.kt,9,invoke,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/LogStudySessionCompleted.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/ObserveJapaneseLanguageEnabled.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/ObserveLastSelectedLevel.kt,10,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetJapaneseLanguageEnabled.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetLastInterstitialAdShowTime.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetLastSelectedLevel.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetStudyHelpSeen.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetStudyNotificationEnabled.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetStudyNotificationTime.kt,8,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SetStudyStatus.kt,9,invoke,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/EpochTime.kt,11,toLocalDate,1,0,0,False,False,1,1
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/KanjiExtractor.kt,15,isKanji,1,0,0,False,False,2,2
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/KanjiExtractor.kt,23,extractKanji,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,36,requestInterstitialAd,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,83,clearAd,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,101,stopRefreshAd,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,120,isAdZeroEnabled,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,45,load,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,80,clearAd,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,98,stopRefreshAd,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.android.kt,11,show,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.android.kt,18,setFullScreenContentCallback,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.android.kt,11,show,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.android.kt,24,setFullScreenContentCallback,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.android.kt,65,clearAd,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/TrackingConsentManagerImpl.android.kt,4,requestAuthorizationIfNeeded,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/extension/IntEx.kt,6,formatWithCommas,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,60,speak,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,79,stop,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,83,release,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdImage.android.kt,12,NativeAdImage,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdView.android.kt,19,NativeAdView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/ActivityProvider.kt,17,register,1,2,0,False,False,2,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/AppLanguage.android.kt,7,applyAppLanguage,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/ContextProvider.kt,16,register,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/FinishApp.android.kt,3,finishApp,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/TimeProvider.android.kt,4,currentTimeMillis,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/AdManager.kt,4,load,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/AdManager.kt,6,getValidAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/AdManager.kt,8,clearAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManager.kt,4,startRefreshAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManager.kt,6,stopRefreshAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManager.kt,4,startRefreshAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManager.kt,6,stopRefreshAd,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformFullScreenContentCallback.kt,4,onAdShowedFullScreenContent,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformFullScreenContentCallback.kt,6,onAdFailedToShowFullScreenContent,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformFullScreenContentCallback.kt,8,onAdDismissedFullScreenContent,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.kt,4,show,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.kt,6,setFullScreenContentCallback,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.kt,4,show,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.kt,8,setFullScreenContentCallback,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ad/TrackingConsentManager.kt,8,requestAuthorizationIfNeeded,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/extension/IntEx.kt,3,formatWithCommas,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/extension/ModifierEx.kt,13,drawShadow,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,177,splashGraph,1,0,0,False,False,23,23
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,206,studyGraph,1,0,0,False,False,23,23
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,229,settingGraph,1,0,0,False,False,23,23
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,244,openSourceLicensesGraph,1,0,0,False,False,23,23
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/AppNavHost.kt,258,wordDetailGraph,1,0,0,False,False,23,23
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/NavigationGuards.kt,13,isIdle,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/LevelSelectionNavType.kt,14,put,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/LevelSelectionNavType.kt,24,get,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/LevelSelectionNavType.kt,32,parseValue,1,0,0,False,False,1,1
