module,file,line,name,cc,cognitive,length,nested,composable,commits,hotspot
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashViewModel.kt,36,onRetry,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/ExitSessionBottomSheet.kt,75,ExitSessionBottomSheetContent,1,0,74,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/ExitSessionBottomSheet.kt,42,ExitSessionBottomSheet,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/ExitSessionBottomSheet.kt,169,ExitSessionBottomSheetContentPreview,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/RoundCompletion.kt,148,coloredValue,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/SessionCompletion.kt,230,SubStamp,1,0,0,False,True,9,9
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/SessionCompletion.kt,251,StampImage,1,0,0,False,True,9,9
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyScreen.kt,317,StudySection,1,0,0,False,True,18,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,125,onCreate,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,129,onStart,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,133,onStop,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,152,stopTimer,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,157,onAnswerRevealClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,161,onExampleShowClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,165,onNavigationButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,177,onCopyClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,186,onWordTTSClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,196,onExampleTTSClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,206,onFinishSessionButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,210,onDetailClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,217,onHelpClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,221,onHelpCloseClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,225,onExitSessionButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,232,onContinueSessionButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,239,onExitSessionBottomSheetDismiss,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,246,onTTSWarningDialogConfirmClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,250,onTTSWarningDialogDismiss,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,254,onBack,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,702,hideHelpOverlay,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,709,onPassButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,716,onKnowButtonClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,723,onAdZeroItemClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,727,onAdZeroDialogDismiss,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,731,onSettingsClick,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,735,onInterstitialAdShowSuccess,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,739,onInterstitialAdShowFailed,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,749,isAdZeroEnabled,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,755,changeTTSPlayingState,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,762,toWordPageCardItem,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,779,toWord,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,792,toStudyStatus,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,809,onCleared,1,0,0,False,False,20,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/CompletionElements.kt,32,CompletionHeadline,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/CompletionElements.kt,65,CompletionTitle,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/RoundProgressChart.kt,202,RoundProgressChartPreview,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SessionStatsChart.kt,292,SessionStatsChartPreview,1,0,0,False,True,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyHelpOverlay.kt,48,StudyHelpOverlay,1,0,63,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyHelpOverlay.kt,123,GuideText,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyHelpOverlay.kt,138,StudyHelpOverlayPreview,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyProgressBar.kt,30,StudyProgressBar,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyProgressBar.kt,76,StudyProgressBarPreview,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyWordSection.kt,243,UnderlineLabel,1,0,0,False,True,12,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyWordSection.kt,257,StudyWordSectionPreview,1,0,0,False,True,12,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyWordSection.kt,291,StudyWordSectionLongWordPreview,1,0,0,False,True,12,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SwipeableWordCard.kt,263,tearRotationDegrees,1,0,0,False,False,9,9
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SwipeableWordCard.kt,270,NextWordPreview,1,0,0,False,True,9,9
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/theme/MolluColor.kt,45,molluColorScheme,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/theme/MolluTheme.kt,28,MolluTheme,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/theme/MolluType.kt,31,molluTypography,1,0,65,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/tts/TTSWarningDialog.kt,60,TTSWarningDialogContent,1,0,80,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/tts/TTSWarningDialog.kt,40,TTSWarningDialog,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,235,WordDetailTopBar,1,0,0,False,True,22,22
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,419,KanjiReadingRow,1,0,0,False,True,22,22
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,582,WordDetailContentPreview,1,0,0,False,True,22,22
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailState.kt,24,isExampleTTSPlaying,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,43,onCreate,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,50,onTTSClick,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,54,onExampleTTSClick,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,61,onStopTTS,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,65,onExampleWordClick,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,72,onBackClick,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,76,onDismissTTSWarningDialog,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,80,onOpenInstallLanguagePack,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,84,onChangeTTSPlayingState,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,199,onCleared,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/AppLanguage.kt,28,applyAppLanguage,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/FinishApp.kt,3,finishApp,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/HandleInstallLanguagePack.kt,3,handleInstallLanguagePack,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/StatusBarAppearance.kt,12,DarkStatusBarIcons,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/TimeProvider.kt,4,currentTimeMillis,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/UrlOpener.kt,8,openUrl,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/FullScreenContentDelegate.ios.kt,14,adDidRecordImpression,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/FullScreenContentDelegate.ios.kt,18,adDidDismissFullScreenContent,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/FullScreenContentDelegate.ios.kt,22,adWillDismissFullScreenContent,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/FullScreenContentDelegate.ios.kt,26,adWillPresentFullScreenContent,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/FullScreenContentDelegate.ios.kt,30,ad,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,75,clearAd,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,93,stopRefreshAd,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,112,isAdZeroEnabled,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,97,adLoader,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,104,adLoader,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,111,adLoaderDidFinishLoading,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,124,clearAd,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,142,stopRefreshAd,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.ios.kt,15,show,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/PlatformInterstitialAd.ios.kt,21,setFullScreenContentCallback,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.ios.kt,15,show,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/PlatformRewardedAd.ios.kt,24,setFullScreenContentCallback,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.ios.kt,61,clearAd,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,21,init,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,53,isMuted,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,58,stop,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,62,release,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,87,register,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,91,clear,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,96,speechSynthesizer,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,104,speechSynthesizer,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.ios.kt,112,speechSynthesizer,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdImage.ios.kt,14,NativeAdImage,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdView.ios.kt,19,NativeAdView,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/AppLanguage.ios.kt,7,applyAppLanguage,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/FinishApp.ios.kt,8,finishApp,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/HandleInstallLanguagePack.ios.kt,7,handleInstallLanguagePack,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/StatusBarAppearance.ios.kt,12,onDarkIconsChanged,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/StatusBarAppearance.ios.kt,20,DarkStatusBarIcons,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/TimeProvider.ios.kt,7,currentTimeMillis,1,0,0,False,False,1,1
shared,shared/src/commonMain/kotlin/com/minseonglove/jlptwords/KoinInitializer.kt,14,initKoinModules,1,0,0,False,False,1,1
shared,shared/src/iosMain/kotlin/com/minseonglove/jlptwords/ui/MainViewController.kt,13,MainViewController,1,0,0,False,False,2,2
